TYPE,ID,EMPLOYEE,Supplier,Cuenta,Proyecto,Producto,Rubro,Descripcion,Currency,"Net amount","Tax amount","Gross amount",State,"Asked at",Mes,Semana,Notes,"Additional info","Link to the request"
BUDGET,F-348,,,,"GASTO FIJO",SISTEMAS,"TELEFONIA CELULAR","TELEFONO DE 1000",,,,2320,0-BUDGET,13/07/2015,07/2015,29-15,,,
BUDGET,F-349,,,,"GASTO FIJO",SISTEMAS,"TELEFONIA CELULAR","TELEFONO DE 1000",,,,2320,0-BUDGET,10/08/2015,08/2015,33-15,,,
BUDGET,F-350,,,,"GASTO FIJO",SISTEMAS,"TELEFONIA CELULAR","TELEFONO DE 1000",,,,2320,0-BUDGET,14/09/2015,09/2015,38-15,,,
BUDGET,F-351,,,,"GASTO FIJO",SISTEMAS,"TELEFONIA CELULAR","TELEFONO DE 1000",,,,2320,0-BUDGET,12/10/2015,10/2015,42-15,,,
BUDGET,F-352,,,,"GASTO FIJO",SISTEMAS,"TELEFONIA CELULAR","TELEFONO DE 1000",,,,2320,0-BUDGET,09/11/2015,11/2015,46-15,,,
BUDGET,F-353,,,,"GASTO FIJO",SISTEMAS,"TELEFONIA CELULAR","TELEFONO DE 1000",,,,2320,0-BUDGET,14/12/2015,12/2015,51-15,,,
BUDGET,F-354,,,,"GASTO FIJO",SISTEMAS,"TELEFONIA CELULAR","TELEFONO DE 800",,,,928,0-BUDGET,12/01/2015,01/2015,03-15,,,
BUDGET,F-355,,,,"GASTO FIJO",SISTEMAS,"TELEFONIA CELULAR","TELEFONO DE 800",,,,928,0-BUDGET,09/02/2015,02/2015,07-15,,,
BUDGET,F-356,,,,"GASTO FIJO",SISTEMAS,"TELEFONIA CELULAR","TELEFONO DE 800",,,,928,0-BUDGET,09/03/2015,03/2015,11-15,,,
BUDGET,F-357,,,,"GASTO FIJO",SISTEMAS,"TELEFONIA CELULAR","TELEFONO DE 800",,,,928,0-BUDGET,13/04/2015,04/2015,16-15,,,
BUDGET,F-358,,,,"GASTO FIJO",SISTEMAS,"TELEFONIA CELULAR","TELEFONO DE 800",,,,928,0-BUDGET,11/05/2015,05/2015,20-15,,,
BUDGET,F-359,,,,"GASTO FIJO",SISTEMAS,"TELEFONIA CELULAR","TELEFONO DE 800",,,,928,0-BUDGET,15/06/2015,06/2015,25-15,,,
BUDGET,F-360,,,,"GASTO FIJO",SISTEMAS,"TELEFONIA CELULAR","TELEFONO DE 800",,,,928,0-BUDGET,13/07/2015,07/2015,29-15,,,
BUDGET,F-361,,,,"GASTO FIJO",SISTEMAS,"TELEFONIA CELULAR","TELEFONO DE 800",,,,928,0-BUDGET,10/08/2015,08/2015,33-15,,,
BUDGET,F-362,,,,"GASTO FIJO",SISTEMAS,"TELEFONIA CELULAR","TELEFONO DE 800",,,,928,0-BUDGET,14/09/2015,09/2015,38-15,,,
BUDGET,F-363,,,,"GASTO FIJO",SISTEMAS,"TELEFONIA CELULAR","TELEFONO DE 800",,,,928,0-BUDGET,12/10/2015,10/2015,42-15,,,
BUDGET,F-364,,,,"GASTO FIJO",SISTEMAS,"TELEFONIA CELULAR","TELEFONO DE 800",,,,928,0-BUDGET,09/11/2015,11/2015,46-15,,,
BUDGET,F-365,,,,"GASTO FIJO",SISTEMAS,"TELEFONIA CELULAR","TELEFONO DE 800",,,,928,0-BUDGET,14/12/2015,12/2015,51-15,,,
BUDGET,F-366,,,,"GASTO FIJO",SISTEMAS,"LICENCIAS DE COMPUTO","LICENCIA HOSTGATOR",,,,956,0-BUDGET,12/01/2015,01/2015,03-15,,,
BUDGET,F-367,,,,"GASTO FIJO",SISTEMAS,"LICENCIAS DE COMPUTO","LICENCIA HOSTGATOR",,,,956,0-BUDGET,09/02/2015,02/2015,07-15,,,
BUDGET,F-368,,,,"GASTO FIJO",SISTEMAS,"LICENCIAS DE COMPUTO","LICENCIA HOSTGATOR",,,,956,0-BUDGET,09/03/2015,03/2015,11-15,,,
BUDGET,F-369,,,,"GASTO FIJO",SISTEMAS,"LICENCIAS DE COMPUTO","LICENCIA HOSTGATOR",,,,956,0-BUDGET,13/04/2015,04/2015,16-15,,,
BUDGET,F-370,,,,"GASTO FIJO",SISTEMAS,"LICENCIAS DE COMPUTO","LICENCIA HOSTGATOR",,,,956,0-BUDGET,11/05/2015,05/2015,20-15,,,
BUDGET,F-371,,,,"GASTO FIJO",SISTEMAS,"LICENCIAS DE COMPUTO","LICENCIA HOSTGATOR",,,,956,0-BUDGET,15/06/2015,06/2015,25-15,,,
BUDGET,F-372,,,,"GASTO FIJO",SISTEMAS,"LICENCIAS DE COMPUTO","LICENCIA HOSTGATOR",,,,956,0-BUDGET,13/07/2015,07/2015,29-15,,,
BUDGET,F-373,,,,"GASTO FIJO",SISTEMAS,"LICENCIAS DE COMPUTO","LICENCIA HOSTGATOR",,,,956,0-BUDGET,10/08/2015,08/2015,33-15,,,
BUDGET,F-374,,,,"GASTO FIJO",SISTEMAS,"LICENCIAS DE COMPUTO","LICENCIA HOSTGATOR",,,,956,0-BUDGET,14/09/2015,09/2015,38-15,,,
BUDGET,F-375,,,,"GASTO FIJO",SISTEMAS,"LICENCIAS DE COMPUTO","LICENCIA HOSTGATOR",,,,956,0-BUDGET,12/10/2015,10/2015,42-15,,,
BUDGET,F-376,,,,"GASTO FIJO",SISTEMAS,"LICENCIAS DE COMPUTO","LICENCIA HOSTGATOR",,,,956,0-BUDGET,09/11/2015,11/2015,46-15,,,
BUDGET,F-377,,,,"GASTO FIJO",SISTEMAS,"LICENCIAS DE COMPUTO","LICENCIA HOSTGATOR",,,,956,0-BUDGET,14/12/2015,12/2015,51-15,,,
BUDGET,F-378,,,,"GASTO VARIABLE",SISTEMAS,"LICENCIAS DE COMPUTO","LICENCIA GMAIL",,,,1173,0-BUDGET,12/01/2015,01/2015,03-15,,,
BUDGET,F-379,,,,"GASTO VARIABLE",SISTEMAS,"LICENCIAS DE COMPUTO","LICENCIA GMAIL",,,,1173,0-BUDGET,09/02/2015,02/2015,07-15,,,
BUDGET,F-380,,,,"GASTO VARIABLE",SISTEMAS,"LICENCIAS DE COMPUTO","LICENCIA GMAIL",,,,1173,0-BUDGET,09/03/2015,03/2015,11-15,,,
BUDGET,F-381,,,,"GASTO VARIABLE",SISTEMAS,"LICENCIAS DE COMPUTO","LICENCIA GMAIL",,,,1173,0-BUDGET,13/04/2015,04/2015,16-15,,,
BUDGET,F-382,,,,"GASTO VARIABLE",SISTEMAS,"LICENCIAS DE COMPUTO","LICENCIA GMAIL",,,,1173,0-BUDGET,11/05/2015,05/2015,20-15,,,
BUDGET,F-383,,,,"GASTO VARIABLE",SISTEMAS,"LICENCIAS DE COMPUTO","LICENCIA GMAIL",,,,1173,0-BUDGET,15/06/2015,06/2015,25-15,,,
BUDGET,F-384,,,,"GASTO VARIABLE",SISTEMAS,"LICENCIAS DE COMPUTO","LICENCIA GMAIL",,,,1173,0-BUDGET,13/07/2015,07/2015,29-15,,,
BUDGET,F-385,,,,"GASTO VARIABLE",SISTEMAS,"LICENCIAS DE COMPUTO","LICENCIA GMAIL",,,,1173,0-BUDGET,10/08/2015,08/2015,33-15,,,
BUDGET,F-386,,,,"GASTO VARIABLE",SISTEMAS,"LICENCIAS DE COMPUTO","LICENCIA GMAIL",,,,1173,0-BUDGET,14/09/2015,09/2015,38-15,,,
BUDGET,F-387,,,,"GASTO VARIABLE",SISTEMAS,"LICENCIAS DE COMPUTO","LICENCIA GMAIL",,,,1173,0-BUDGET,12/10/2015,10/2015,42-15,,,
BUDGET,F-388,,,,"GASTO VARIABLE",SISTEMAS,"LICENCIAS DE COMPUTO","LICENCIA GMAIL",,,,1173,0-BUDGET,09/11/2015,11/2015,46-15,,,
BUDGET,F-389,,,,"GASTO VARIABLE",SISTEMAS,"LICENCIAS DE COMPUTO","LICENCIA GMAIL",,,,1173,0-BUDGET,14/12/2015,12/2015,51-15,,,
BUDGET,F-390,,,,"GASTO VARIABLE",SISTEMAS,"LICENCIAS DE COMPUTO",ANTIVIRUS,,,,1568.32,0-BUDGET,26/01/2015,01/2015,05-15,,,
BUDGET,F-391,,,,"GASTO VARIABLE",SISTEMAS,"LICENCIAS DE COMPUTO",ANTIVIRUS,,,,1568.32,0-BUDGET,23/02/2015,02/2015,09-15,,,
BUDGET,F-392,,,,"GASTO VARIABLE",SISTEMAS,"LICENCIAS DE COMPUTO",ANTIVIRUS,,,,1568.32,0-BUDGET,30/03/2015,03/2015,14-15,,,
BUDGET,F-393,,,,"GASTO VARIABLE",SISTEMAS,"LICENCIAS DE COMPUTO",ANTIVIRUS,,,,1568.32,0-BUDGET,27/04/2015,04/2015,18-15,,,
BUDGET,F-394,,,,"GASTO VARIABLE",SISTEMAS,"LICENCIAS DE COMPUTO",ANTIVIRUS,,,,1568.32,0-BUDGET,25/05/2015,05/2015,22-15,,,
BUDGET,F-395,,,,"GASTO FIJO",SISTEMAS,"LICENCIAS DE COMPUTO","REGISTRO DE DOMINIOS",,,,290,0-BUDGET,29/12/2014,12/2014,01-14,,,
BUDGET,F-396,,,,"GASTO FIJO",SISTEMAS,"LICENCIAS DE COMPUTO","REGISTRO DE DOMINIOS",,,,290,0-BUDGET,09/02/2015,02/2015,07-15,,,
BUDGET,F-397,,,,"GASTO FIJO",SISTEMAS,"LICENCIAS DE COMPUTO","REGISTRO DE DOMINIOS",,,,290,0-BUDGET,09/03/2015,03/2015,11-15,,,
BUDGET,F-398,,,,"GASTO FIJO",SISTEMAS,"LICENCIAS DE COMPUTO","REGISTRO DE DOMINIOS",,,,290,0-BUDGET,13/04/2015,04/2015,16-15,,,
BUDGET,F-399,,,,"GASTO FIJO",SISTEMAS,"LICENCIAS DE COMPUTO","REGISTRO DE DOMINIOS",,,,290,0-BUDGET,11/05/2015,05/2015,20-15,,,
BUDGET,F-400,,,,"GASTO FIJO",SISTEMAS,"LICENCIAS DE COMPUTO",TURBINE,,,,1079.54,0-BUDGET,12/01/2015,01/2015,03-15,,,
BUDGET,F-401,,,,"GASTO FIJO",SISTEMAS,"LICENCIAS DE COMPUTO",TURBINE,,,,1079.54,0-BUDGET,09/02/2015,02/2015,07-15,,,
BUDGET,F-402,,,,"GASTO FIJO",SISTEMAS,"LICENCIAS DE COMPUTO",TURBINE,,,,1079.54,0-BUDGET,09/03/2015,03/2015,11-15,,,
BUDGET,F-403,,,,"GASTO FIJO",SISTEMAS,"LICENCIAS DE COMPUTO",TURBINE,,,,1079.54,0-BUDGET,13/04/2015,04/2015,16-15,,,
BUDGET,F-404,,,,"GASTO FIJO",SISTEMAS,"LICENCIAS DE COMPUTO",TURBINE,,,,1079.54,0-BUDGET,11/05/2015,05/2015,20-15,,,
BUDGET,F-405,,,,"GASTO FIJO",SISTEMAS,"LICENCIAS DE COMPUTO",TURBINE,,,,1079.54,0-BUDGET,15/06/2015,06/2015,25-15,,,
BUDGET,F-406,,,,"GASTO FIJO",SISTEMAS,"LICENCIAS DE COMPUTO",TURBINE,,,,1079.54,0-BUDGET,13/07/2015,07/2015,29-15,,,
BUDGET,F-407,,,,"GASTO FIJO",SISTEMAS,"LICENCIAS DE COMPUTO",TURBINE,,,,1079.54,0-BUDGET,10/08/2015,08/2015,33-15,,,
BUDGET,F-408,,,,"GASTO FIJO",SISTEMAS,"LICENCIAS DE COMPUTO",TURBINE,,,,1079.54,0-BUDGET,14/09/2015,09/2015,38-15,,,
BUDGET,F-409,,,,"GASTO FIJO",SISTEMAS,"LICENCIAS DE COMPUTO",TURBINE,,,,1079.54,0-BUDGET,12/10/2015,10/2015,42-15,,,
BUDGET,F-410,,,,"GASTO FIJO",SISTEMAS,"LICENCIAS DE COMPUTO",TURBINE,,,,1079.54,0-BUDGET,09/11/2015,11/2015,46-15,,,
BUDGET,F-411,,,,"GASTO FIJO",SISTEMAS,"LICENCIAS DE COMPUTO",TURBINE,,,,1079.54,0-BUDGET,14/12/2015,12/2015,51-15,,,
BUDGET,F-412,,,,"GASTO FIJO",SISTEMAS,"LICENCIAS DE COMPUTO","BASE CRM",,,,1024,0-BUDGET,12/01/2015,01/2015,03-15,,,
BUDGET,F-413,,,,"GASTO FIJO",SISTEMAS,"LICENCIAS DE COMPUTO","BASE CRM",,,,1024,0-BUDGET,09/02/2015,02/2015,07-15,,,
BUDGET,F-414,,,,"GASTO FIJO",SISTEMAS,"LICENCIAS DE COMPUTO","BASE CRM",,,,1024,0-BUDGET,09/03/2015,03/2015,11-15,,,
BUDGET,F-415,,,,"GASTO FIJO",SISTEMAS,"LICENCIAS DE COMPUTO","BASE CRM",,,,1024,0-BUDGET,13/04/2015,04/2015,16-15,,,
BUDGET,F-416,,,,"GASTO FIJO",SISTEMAS,"LICENCIAS DE COMPUTO","BASE CRM",,,,1024,0-BUDGET,11/05/2015,05/2015,20-15,,,
BUDGET,F-417,,,,"GASTO FIJO",SISTEMAS,"LICENCIAS DE COMPUTO","BASE CRM",,,,1024,0-BUDGET,15/06/2015,06/2015,25-15,,,
BUDGET,F-418,,,,"GASTO FIJO",SISTEMAS,"LICENCIAS DE COMPUTO","BASE CRM",,,,1024,0-BUDGET,13/07/2015,07/2015,29-15,,,
BUDGET,F-419,,,,"GASTO FIJO",SISTEMAS,"LICENCIAS DE COMPUTO","BASE CRM",,,,1024,0-BUDGET,10/08/2015,08/2015,33-15,,,
BUDGET,F-420,,,,"GASTO FIJO",SISTEMAS,"LICENCIAS DE COMPUTO","BASE CRM",,,,1024,0-BUDGET,14/09/2015,09/2015,38-15,,,
BUDGET,F-421,,,,"GASTO FIJO",SISTEMAS,"LICENCIAS DE COMPUTO","BASE CRM",,,,1024,0-BUDGET,12/10/2015,10/2015,42-15,,,
BUDGET,F-422,,,,"GASTO FIJO",SISTEMAS,"LICENCIAS DE COMPUTO","BASE CRM",,,,1024,0-BUDGET,09/11/2015,11/2015,46-15,,,
BUDGET,F-423,,,,"GASTO FIJO",SISTEMAS,"LICENCIAS DE COMPUTO","BASE CRM",,,,1024,0-BUDGET,14/12/2015,12/2015,51-15,,,
BUDGET,F-424,,,,"GASTO FIJO",SISTEMAS,"LICENCIAS DE COMPUTO",AIRWATCH,,,,22492,0-BUDGET,29/12/2014,12/2014,01-14,,,
BUDGET,F-425,,,,"GASTO FIJO",SISTEMAS,"SOPORTE TECNICO","PREVENTIVO Y CORRECTIVO",,,,2320,0-BUDGET,12/01/2015,01/2015,03-15,,,
BUDGET,F-426,,,,"GASTO FIJO",SISTEMAS,"SOPORTE TECNICO","PREVENTIVO Y CORRECTIVO",,,,2320,0-BUDGET,09/02/2015,02/2015,07-15,,,
BUDGET,F-427,,,,"GASTO FIJO",SISTEMAS,"SOPORTE TECNICO","PREVENTIVO Y CORRECTIVO",,,,2320,0-BUDGET,09/03/2015,03/2015,11-15,,,
BUDGET,F-428,,,,"GASTO FIJO",SISTEMAS,"SOPORTE TECNICO","PREVENTIVO Y CORRECTIVO",,,,2320,0-BUDGET,13/04/2015,04/2015,16-15,,,
BUDGET,F-429,,,,"GASTO FIJO",SISTEMAS,"SOPORTE TECNICO","PREVENTIVO Y CORRECTIVO",,,,2320,0-BUDGET,11/05/2015,05/2015,20-15,,,
BUDGET,F-430,,,,"GASTO FIJO",SISTEMAS,"SOPORTE TECNICO","PREVENTIVO Y CORRECTIVO",,,,2320,0-BUDGET,15/06/2015,06/2015,25-15,,,
BUDGET,F-431,,,,"GASTO FIJO",SISTEMAS,"SOPORTE TECNICO","PREVENTIVO Y CORRECTIVO",,,,2320,0-BUDGET,13/07/2015,07/2015,29-15,,,
BUDGET,F-432,,,,"GASTO FIJO",SISTEMAS,"SOPORTE TECNICO","PREVENTIVO Y CORRECTIVO",,,,2320,0-BUDGET,10/08/2015,08/2015,33-15,,,
BUDGET,F-433,,,,"GASTO FIJO",SISTEMAS,"SOPORTE TECNICO","PREVENTIVO Y CORRECTIVO",,,,2320,0-BUDGET,14/09/2015,09/2015,38-15,,,
BUDGET,F-434,,,,"GASTO FIJO",SISTEMAS,"SOPORTE TECNICO","PREVENTIVO Y CORRECTIVO",,,,2320,0-BUDGET,12/10/2015,10/2015,42-15,,,
BUDGET,F-435,,,,"GASTO FIJO",SISTEMAS,"SOPORTE TECNICO","PREVENTIVO Y CORRECTIVO",,,,2320,0-BUDGET,09/11/2015,11/2015,46-15,,,
BUDGET,F-436,,,,"GASTO FIJO",SISTEMAS,"SOPORTE TECNICO","PREVENTIVO Y CORRECTIVO",,,,2320,0-BUDGET,14/12/2015,12/2015,51-15,,,
BUDGET,F-437,,,,"GASTO FIJO",SISTEMAS,"TEL. FIJO INTERNET IMPRESORA","TELEFONO INTERNET DURANGO",,,,2784,0-BUDGET,26/01/2015,01/2015,05-15,,,
BUDGET,F-438,,,,"GASTO FIJO",SISTEMAS,"TEL. FIJO INTERNET IMPRESORA","TELEFONO INTERNET DURANGO",,,,2784,0-BUDGET,23/02/2015,02/2015,09-15,,,
BUDGET,F-439,,,,"GASTO FIJO",SISTEMAS,"TEL. FIJO INTERNET IMPRESORA","TELEFONO INTERNET DURANGO",,,,2784,0-BUDGET,30/03/2015,03/2015,14-15,,,
BUDGET,F-440,,,,"GASTO FIJO",SISTEMAS,"TEL. FIJO INTERNET IMPRESORA","TELEFONO INTERNET DURANGO",,,,2784,0-BUDGET,27/04/2015,04/2015,18-15,,,
BUDGET,F-441,,,,"GASTO FIJO",SISTEMAS,"TEL. FIJO INTERNET IMPRESORA","TELEFONO INTERNET DURANGO",,,,2784,0-BUDGET,25/05/2015,05/2015,22-15,,,
BUDGET,F-442,,,,"GASTO FIJO",SISTEMAS,"TEL. FIJO INTERNET IMPRESORA","TELEFONO INTERNET DURANGO",,,,2784,0-BUDGET,29/06/2015,06/2015,27-15,,,
BUDGET,F-443,,,,"GASTO FIJO",SISTEMAS,"TEL. FIJO INTERNET IMPRESORA","TELEFONO INTERNET DURANGO",,,,2784,0-BUDGET,27/07/2015,07/2015,31-15,,,
BUDGET,F-444,,,,"GASTO FIJO",SISTEMAS,"TEL. FIJO INTERNET IMPRESORA","TELEFONO INTERNET DURANGO",,,,2784,0-BUDGET,24/08/2015,08/2015,35-15,,,
BUDGET,F-445,,,,"GASTO FIJO",SISTEMAS,"TEL. FIJO INTERNET IMPRESORA","TELEFONO INTERNET DURANGO",,,,2784,0-BUDGET,28/09/2015,09/2015,40-15,,,
BUDGET,F-446,,,,"GASTO FIJO",SISTEMAS,"TEL. FIJO INTERNET IMPRESORA","TELEFONO INTERNET DURANGO",,,,2784,0-BUDGET,26/10/2015,10/2015,44-15,,,
BUDGET,F-447,,,,"GASTO FIJO",SISTEMAS,"TEL. FIJO INTERNET IMPRESORA","TELEFONO INTERNET DURANGO",,,,2784,0-BUDGET,30/11/2015,11/2015,49-15,,,
BUDGET,F-448,,,,"GASTO FIJO",SISTEMAS,"TEL. FIJO INTERNET IMPRESORA","TELEFONO INTERNET DURANGO",,,,2784,0-BUDGET,28/12/2015,12/2015,53-15,,,
BUDGET,F-449,,,,"GASTO FIJO",SISTEMAS,"TEL. FIJO INTERNET IMPRESORA","TELEFONO INTERNET TACUBAYA",,,,464,0-BUDGET,26/01/2015,01/2015,05-15,,,
BUDGET,F-450,,,,"GASTO FIJO",SISTEMAS,"TEL. FIJO INTERNET IMPRESORA","TELEFONO INTERNET TACUBAYA",,,,464,0-BUDGET,23/02/2015,02/2015,09-15,,,
BUDGET,F-451,,,,"GASTO FIJO",SISTEMAS,"TEL. FIJO INTERNET IMPRESORA","TELEFONO INTERNET TACUBAYA",,,,464,0-BUDGET,30/03/2015,03/2015,14-15,,,
BUDGET,F-452,,,,"GASTO FIJO",SISTEMAS,"TEL. FIJO INTERNET IMPRESORA","TELEFONO INTERNET TACUBAYA",,,,464,0-BUDGET,27/04/2015,04/2015,18-15,,,
BUDGET,F-453,,,,"GASTO FIJO",SISTEMAS,"TEL. FIJO INTERNET IMPRESORA","TELEFONO INTERNET TACUBAYA",,,,464,0-BUDGET,25/05/2015,05/2015,22-15,,,
BUDGET,F-454,,,,"GASTO FIJO",SISTEMAS,"TEL. FIJO INTERNET IMPRESORA","TELEFONO INTERNET TACUBAYA",,,,464,0-BUDGET,29/06/2015,06/2015,27-15,,,
BUDGET,F-455,,,,"GASTO FIJO",SISTEMAS,"TEL. FIJO INTERNET IMPRESORA","TELEFONO INTERNET TACUBAYA",,,,464,0-BUDGET,27/07/2015,07/2015,31-15,,,
BUDGET,F-456,,,,"GASTO FIJO",SISTEMAS,"TEL. FIJO INTERNET IMPRESORA","TELEFONO INTERNET TACUBAYA",,,,464,0-BUDGET,24/08/2015,08/2015,35-15,,,
BUDGET,F-457,,,,"GASTO FIJO",SISTEMAS,"TEL. FIJO INTERNET IMPRESORA","TELEFONO INTERNET TACUBAYA",,,,464,0-BUDGET,28/09/2015,09/2015,40-15,,,
BUDGET,F-458,,,,"GASTO FIJO",SISTEMAS,"TEL. FIJO INTERNET IMPRESORA","TELEFONO INTERNET TACUBAYA",,,,464,0-BUDGET,26/10/2015,10/2015,44-15,,,
BUDGET,F-459,,,,"GASTO FIJO",SISTEMAS,"TEL. FIJO INTERNET IMPRESORA","TELEFONO INTERNET TACUBAYA",,,,464,0-BUDGET,30/11/2015,11/2015,49-15,,,
BUDGET,F-460,,,,"GASTO FIJO",SISTEMAS,"TEL. FIJO INTERNET IMPRESORA","TELEFONO INTERNET TACUBAYA",,,,464,0-BUDGET,28/12/2015,12/2015,53-15,,,
BUDGET,F-461,,,,"GASTO FIJO",SISTEMAS,"TEL. FIJO INTERNET IMPRESORA","IMPRESORA DURANGO",,,,1795.68,0-BUDGET,26/01/2015,01/2015,05-15,,,
BUDGET,F-462,,,,"GASTO FIJO",SISTEMAS,"TEL. FIJO INTERNET IMPRESORA","IMPRESORA DURANGO",,,,1795.68,0-BUDGET,23/02/2015,02/2015,09-15,,,
BUDGET,F-463,,,,"GASTO FIJO",SISTEMAS,"TEL. FIJO INTERNET IMPRESORA","IMPRESORA DURANGO",,,,1795.68,0-BUDGET,30/03/2015,03/2015,14-15,,,
BUDGET,F-464,,,,"GASTO FIJO",SISTEMAS,"TEL. FIJO INTERNET IMPRESORA","IMPRESORA DURANGO",,,,1795.68,0-BUDGET,27/04/2015,04/2015,18-15,,,
BUDGET,F-465,,,,"GASTO FIJO",SISTEMAS,"TEL. FIJO INTERNET IMPRESORA","IMPRESORA DURANGO",,,,1795.68,0-BUDGET,25/05/2015,05/2015,22-15,,,
BUDGET,F-466,,,,"GASTO FIJO",SISTEMAS,"TEL. FIJO INTERNET IMPRESORA","IMPRESORA DURANGO",,,,1795.68,0-BUDGET,29/06/2015,06/2015,27-15,,,
BUDGET,F-467,,,,"GASTO FIJO",SISTEMAS,"TEL. FIJO INTERNET IMPRESORA","IMPRESORA DURANGO",,,,1795.68,0-BUDGET,27/07/2015,07/2015,31-15,,,
BUDGET,F-468,,,,"GASTO FIJO",SISTEMAS,"TEL. FIJO INTERNET IMPRESORA","IMPRESORA DURANGO",,,,1795.68,0-BUDGET,24/08/2015,08/2015,35-15,,,
BUDGET,F-469,,,,"GASTO FIJO",SISTEMAS,"TEL. FIJO INTERNET IMPRESORA","IMPRESORA DURANGO",,,,1795.68,0-BUDGET,28/09/2015,09/2015,40-15,,,
BUDGET,F-470,,,,"GASTO FIJO",SISTEMAS,"TEL. FIJO INTERNET IMPRESORA","IMPRESORA DURANGO",,,,1795.68,0-BUDGET,26/10/2015,10/2015,44-15,,,
BUDGET,F-471,,,,"GASTO FIJO",SISTEMAS,"TEL. FIJO INTERNET IMPRESORA","IMPRESORA DURANGO",,,,1795.68,0-BUDGET,30/11/2015,11/2015,49-15,,,
BUDGET,F-472,,,,"GASTO FIJO",SISTEMAS,"TEL. FIJO INTERNET IMPRESORA","IMPRESORA DURANGO",,,,1795.68,0-BUDGET,28/12/2015,12/2015,53-15,,,
BUDGET,F-473,,,,"GASTO FIJO",SISTEMAS,"TEL. FIJO INTERNET IMPRESORA","IMPRESORA TACUBAYA",,,,1795.68,0-BUDGET,26/01/2015,01/2015,05-15,,,
BUDGET,F-474,,,,"GASTO FIJO",SISTEMAS,"TEL. FIJO INTERNET IMPRESORA","IMPRESORA TACUBAYA",,,,1795.68,0-BUDGET,23/02/2015,02/2015,09-15,,,
BUDGET,F-475,,,,"GASTO FIJO",SISTEMAS,"TEL. FIJO INTERNET IMPRESORA","IMPRESORA TACUBAYA",,,,1795.68,0-BUDGET,30/03/2015,03/2015,14-15,,,
BUDGET,F-476,,,,"GASTO FIJO",SISTEMAS,"TEL. FIJO INTERNET IMPRESORA","IMPRESORA TACUBAYA",,,,1795.68,0-BUDGET,27/04/2015,04/2015,18-15,,,
BUDGET,F-477,,,,"GASTO FIJO",SISTEMAS,"TEL. FIJO INTERNET IMPRESORA","IMPRESORA TACUBAYA",,,,1795.68,0-BUDGET,25/05/2015,05/2015,22-15,,,
BUDGET,F-478,,,,"GASTO FIJO",SISTEMAS,"TEL. FIJO INTERNET IMPRESORA","IMPRESORA TACUBAYA",,,,1795.68,0-BUDGET,29/06/2015,06/2015,27-15,,,
BUDGET,F-479,,,,"GASTO FIJO",SISTEMAS,"TEL. FIJO INTERNET IMPRESORA","IMPRESORA TACUBAYA",,,,1795.68,0-BUDGET,27/07/2015,07/2015,31-15,,,
BUDGET,F-480,,,,"GASTO FIJO",SISTEMAS,"TEL. FIJO INTERNET IMPRESORA","IMPRESORA TACUBAYA",,,,1795.68,0-BUDGET,24/08/2015,08/2015,35-15,,,
BUDGET,F-481,,,,"GASTO FIJO",SISTEMAS,"TEL. FIJO INTERNET IMPRESORA","IMPRESORA TACUBAYA",,,,1795.68,0-BUDGET,28/09/2015,09/2015,40-15,,,
BUDGET,F-482,,,,"GASTO FIJO",SISTEMAS,"TEL. FIJO INTERNET IMPRESORA","IMPRESORA TACUBAYA",,,,1795.68,0-BUDGET,26/10/2015,10/2015,44-15,,,
BUDGET,F-483,,,,"GASTO FIJO",SISTEMAS,"TEL. FIJO INTERNET IMPRESORA","IMPRESORA TACUBAYA",,,,1795.68,0-BUDGET,30/11/2015,11/2015,49-15,,,
BUDGET,F-484,,,,"GASTO FIJO",SISTEMAS,"TEL. FIJO INTERNET IMPRESORA","IMPRESORA TACUBAYA",,,,1795.68,0-BUDGET,28/12/2015,12/2015,53-15,,,
BUDGET,F-485,,,,"GASTO FIJO",CUENTAS,VIATICOS,VARIOS,,,,5800,0-BUDGET,12/01/2015,01/2015,03-15,,,
BUDGET,F-486,,,,"GASTO FIJO",CUENTAS,VIATICOS,VARIOS,,,,5800,0-BUDGET,09/02/2015,02/2015,07-15,,,
BUDGET,F-487,,,,"GASTO FIJO",CUENTAS,VIATICOS,VARIOS,,,,5800,0-BUDGET,09/03/2015,03/2015,11-15,,,
BUDGET,F-488,,,,"GASTO FIJO",CUENTAS,VIATICOS,VARIOS,,,,5800,0-BUDGET,13/04/2015,04/2015,16-15,,,
BUDGET,F-489,,,,"GASTO FIJO",CUENTAS,VIATICOS,VARIOS,,,,5800,0-BUDGET,11/05/2015,05/2015,20-15,,,
BUDGET,F-490,,,,"GASTO FIJO",CUENTAS,VIATICOS,VARIOS,,,,5800,0-BUDGET,15/06/2015,06/2015,25-15,,,
BUDGET,F-491,,,,"GASTO FIJO",CUENTAS,VIATICOS,VARIOS,,,,5800,0-BUDGET,13/07/2015,07/2015,29-15,,,
BUDGET,F-492,,,,"GASTO FIJO",CUENTAS,VIATICOS,VARIOS,,,,5800,0-BUDGET,10/08/2015,08/2015,33-15,,,
BUDGET,F-493,,,,"GASTO FIJO",CUENTAS,VIATICOS,VARIOS,,,,5800,0-BUDGET,14/09/2015,09/2015,38-15,,,
BUDGET,F-494,,,,"GASTO FIJO",CUENTAS,VIATICOS,VARIOS,,,,5800,0-BUDGET,12/10/2015,10/2015,42-15,,,
